ID,time_segment_id,view_label,videos,Avg_Brightness_Value,Day_Night_Label
65_Norman_Niles_#1,65,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-05-45.mp4,70.41,Night
66_Norman_Niles_#1,66,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-06-45.mp4,70.72,Night
67_Norman_Niles_#1,67,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-07-45.mp4,70.5,Night
68_Norman_Niles_#1,68,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-08-45.mp4,70.82,Night
69_Norman_Niles_#1,69,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-09-45.mp4,70.81,Night
70_Norman_Niles_#1,70,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-10-45.mp4,70.48,Night
71_Norman_Niles_#1,71,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-11-45.mp4,70.83,Night
72_Norman_Niles_#1,72,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-12-45.mp4,70.61,Night
73_Norman_Niles_#1,73,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-13-45.mp4,70.68,Night
74_Norman_Niles_#1,74,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-14-45.mp4,71.54,Night
75_Norman_Niles_#1,75,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-15-45.mp4,70.61,Night
76_Norman_Niles_#1,76,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-16-45.mp4,70.59,Night
77_Norman_Niles_#1,77,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-17-45.mp4,70.47,Night
78_Norman_Niles_#1,78,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-18-45.mp4,70.85,Night
79_Norman_Niles_#1,79,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-19-45.mp4,70.47,Night
80_Norman_Niles_#1,80,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-20-45.mp4,70.43,Night
81_Norman_Niles_#1,81,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-21-45.mp4,70.76,Night
82_Norman_Niles_#1,82,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-22-45.mp4,70.97,Night
83_Norman_Niles_#1,83,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-23-45.mp4,71.73,Night
84_Norman_Niles_#1,84,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-24-45.mp4,70.51,Night
85_Norman_Niles_#1,85,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-25-45.mp4,70.2,Night
86_Norman_Niles_#1,86,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-26-45.mp4,70.94,Night
87_Norman_Niles_#1,87,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-27-45.mp4,70.47,Night
88_Norman_Niles_#1,88,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-28-45.mp4,70.39,Night
89_Norman_Niles_#1,89,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-29-45.mp4,70.78,Night
90_Norman_Niles_#1,90,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-30-45.mp4,70.67,Night
91_Norman_Niles_#1,91,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-31-45.mp4,70.3,Night
92_Norman_Niles_#1,92,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-32-45.mp4,70.22,Night
93_Norman_Niles_#1,93,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-33-45.mp4,70.55,Night
94_Norman_Niles_#1,94,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-34-45.mp4,70.21,Night
95_Norman_Niles_#1,95,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-35-45.mp4,70.85,Night
96_Norman_Niles_#1,96,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-36-45.mp4,70.58,Night
97_Norman_Niles_#1,97,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-37-45.mp4,71.91,Night
98_Norman_Niles_#1,98,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-38-45.mp4,70.43,Night
99_Norman_Niles_#1,99,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-39-45.mp4,70.46,Night
100_Norman_Niles_#1,100,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-40-45.mp4,70.35,Night
101_Norman_Niles_#1,101,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-41-45.mp4,70.32,Night
102_Norman_Niles_#1,102,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-42-45.mp4,70.5,Night
103_Norman_Niles_#1,103,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-43-45.mp4,70.72,Night
104_Norman_Niles_#1,104,Norman Niles #1,normanniles1/normanniles1_2025-10-20-07-44-45.mp4,71.0,Night
306_Norman_Niles_#1,306,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-08-45.mp4,127.22,Day
307_Norman_Niles_#1,307,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-09-45.mp4,126.57,Day
308_Norman_Niles_#1,308,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-10-45.mp4,127.62,Day
309_Norman_Niles_#1,309,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-11-45.mp4,126.51,Day
310_Norman_Niles_#1,310,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-12-45.mp4,126.6,Day
311_Norman_Niles_#1,311,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-13-45.mp4,124.06,Day
312_Norman_Niles_#1,312,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-14-45.mp4,126.17,Day
313_Norman_Niles_#1,313,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-15-45.mp4,128.52,Day
314_Norman_Niles_#1,314,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-16-45.mp4,129.35,Day
315_Norman_Niles_#1,315,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-17-45.mp4,128.12,Day
316_Norman_Niles_#1,316,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-18-45.mp4,128.87,Day
317_Norman_Niles_#1,317,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-19-45.mp4,130.26,Day
318_Norman_Niles_#1,318,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-20-45.mp4,130.3,Day
319_Norman_Niles_#1,319,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-21-45.mp4,130.35,Day
320_Norman_Niles_#1,320,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-22-45.mp4,130.62,Day
321_Norman_Niles_#1,321,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-23-45.mp4,132.02,Day
322_Norman_Niles_#1,322,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-24-45.mp4,133.31,Day
323_Norman_Niles_#1,323,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-25-45.mp4,134.14,Day
324_Norman_Niles_#1,324,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-26-45.mp4,134.52,Day
325_Norman_Niles_#1,325,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-27-45.mp4,136.19,Day
326_Norman_Niles_#1,326,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-28-45.mp4,137.06,Day
327_Norman_Niles_#1,327,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-29-45.mp4,137.63,Day
328_Norman_Niles_#1,328,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-30-45.mp4,137.94,Day
329_Norman_Niles_#1,329,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-31-45.mp4,138.94,Day
330_Norman_Niles_#1,330,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-32-45.mp4,138.62,Day
331_Norman_Niles_#1,331,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-33-45.mp4,139.59,Day
332_Norman_Niles_#1,332,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-34-45.mp4,139.54,Day
333_Norman_Niles_#1,333,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-35-45.mp4,139.82,Day
334_Norman_Niles_#1,334,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-36-45.mp4,139.41,Day
335_Norman_Niles_#1,335,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-37-45.mp4,139.51,Day
336_Norman_Niles_#1,336,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-38-45.mp4,139.52,Day
337_Norman_Niles_#1,337,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-39-45.mp4,139.64,Day
338_Norman_Niles_#1,338,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-40-45.mp4,139.07,Day
339_Norman_Niles_#1,339,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-41-45.mp4,140.02,Day
340_Norman_Niles_#1,340,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-42-45.mp4,140.62,Day
341_Norman_Niles_#1,341,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-43-45.mp4,140.52,Day
342_Norman_Niles_#1,342,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-44-45.mp4,140.26,Day
343_Norman_Niles_#1,343,Norman Niles #1,normanniles1/normanniles1_2025-10-20-11-45-45.mp4,140.07,Day
424_Norman_Niles_#1,424,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-08-45.mp4,155.68,Day
425_Norman_Niles_#1,425,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-09-45.mp4,154.65,Day
426_Norman_Niles_#1,426,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-10-45.mp4,153.53,Day
427_Norman_Niles_#1,427,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-11-45.mp4,151.81,Day
428_Norman_Niles_#1,428,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-12-45.mp4,152.57,Day
429_Norman_Niles_#1,429,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-13-45.mp4,154.25,Day
430_Norman_Niles_#1,430,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-14-45.mp4,154.51,Day
431_Norman_Niles_#1,431,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-15-45.mp4,152.77,Day
432_Norman_Niles_#1,432,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-16-45.mp4,154.6,Day
433_Norman_Niles_#1,433,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-17-45.mp4,155.92,Day
434_Norman_Niles_#1,434,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-18-45.mp4,155.61,Day
435_Norman_Niles_#1,435,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-19-45.mp4,155.07,Day
436_Norman_Niles_#1,436,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-20-45.mp4,155.83,Day
437_Norman_Niles_#1,437,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-21-45.mp4,155.29,Day
438_Norman_Niles_#1,438,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-22-45.mp4,154.15,Day
439_Norman_Niles_#1,439,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-23-45.mp4,157.85,Day
440_Norman_Niles_#1,440,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-24-45.mp4,157.25,Day
441_Norman_Niles_#1,441,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-25-45.mp4,151.02,Day
442_Norman_Niles_#1,442,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-26-45.mp4,152.88,Day
443_Norman_Niles_#1,443,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-27-45.mp4,152.58,Day
444_Norman_Niles_#1,444,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-28-45.mp4,157.63,Day
445_Norman_Niles_#1,445,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-29-45.mp4,159.26,Day
446_Norman_Niles_#1,446,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-30-45.mp4,157.72,Day
447_Norman_Niles_#1,447,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-31-45.mp4,156.8,Day
448_Norman_Niles_#1,448,Norman Niles #1,normanniles1/normanniles1_2025-10-20-13-32-45.mp4,156.64,Day
546_Norman_Niles_#1,546,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-10-45.mp4,152.72,Day
547_Norman_Niles_#1,547,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-11-45.mp4,153.35,Day
548_Norman_Niles_#1,548,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-12-45.mp4,155.21,Day
549_Norman_Niles_#1,549,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-13-45.mp4,156.44,Day
550_Norman_Niles_#1,550,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-14-45.mp4,159.06,Day
551_Norman_Niles_#1,551,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-15-45.mp4,162.78,Day
552_Norman_Niles_#1,552,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-16-45.mp4,163.28,Day
553_Norman_Niles_#1,553,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-17-45.mp4,154.36,Day
554_Norman_Niles_#1,554,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-18-45.mp4,154.51,Day
555_Norman_Niles_#1,555,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-19-45.mp4,157.66,Day
556_Norman_Niles_#1,556,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-20-45.mp4,157.28,Day
557_Norman_Niles_#1,557,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-21-45.mp4,159.27,Day
558_Norman_Niles_#1,558,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-22-45.mp4,157.65,Day
559_Norman_Niles_#1,559,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-23-45.mp4,162.8,Day
560_Norman_Niles_#1,560,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-24-45.mp4,153.84,Day
561_Norman_Niles_#1,561,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-25-45.mp4,151.71,Day
562_Norman_Niles_#1,562,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-26-45.mp4,161.32,Day
563_Norman_Niles_#1,563,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-27-45.mp4,160.5,Day
564_Norman_Niles_#1,564,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-28-45.mp4,157.24,Day
565_Norman_Niles_#1,565,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-29-45.mp4,158.57,Day
566_Norman_Niles_#1,566,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-30-45.mp4,151.35,Day
567_Norman_Niles_#1,567,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-31-45.mp4,149.99,Day
568_Norman_Niles_#1,568,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-32-45.mp4,156.71,Day
569_Norman_Niles_#1,569,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-33-45.mp4,159.83,Day
570_Norman_Niles_#1,570,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-34-45.mp4,158.64,Day
571_Norman_Niles_#1,571,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-35-45.mp4,158.18,Day
572_Norman_Niles_#1,572,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-36-45.mp4,155.93,Day
573_Norman_Niles_#1,573,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-37-45.mp4,153.36,Day
574_Norman_Niles_#1,574,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-38-45.mp4,160.31,Day
575_Norman_Niles_#1,575,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-39-45.mp4,157.31,Day
576_Norman_Niles_#1,576,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-40-45.mp4,158.75,Day
577_Norman_Niles_#1,577,Norman Niles #1,normanniles1/normanniles1_2025-10-20-15-41-45.mp4,159.92,Day
677_Norman_Niles_#1,677,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-23-45.mp4,129.28,Day
678_Norman_Niles_#1,678,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-24-45.mp4,127.91,Day
679_Norman_Niles_#1,679,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-25-45.mp4,127.72,Day
680_Norman_Niles_#1,680,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-26-45.mp4,127.78,Day
681_Norman_Niles_#1,681,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-27-45.mp4,128.24,Day
682_Norman_Niles_#1,682,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-28-45.mp4,128.08,Day
683_Norman_Niles_#1,683,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-29-45.mp4,127.94,Day
684_Norman_Niles_#1,684,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-30-45.mp4,127.73,Day
685_Norman_Niles_#1,685,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-31-45.mp4,127.89,Day
686_Norman_Niles_#1,686,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-32-45.mp4,127.11,Day
687_Norman_Niles_#1,687,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-33-45.mp4,126.39,Day
688_Norman_Niles_#1,688,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-34-45.mp4,125.86,Day
689_Norman_Niles_#1,689,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-35-45.mp4,125.56,Day
690_Norman_Niles_#1,690,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-36-45.mp4,125.25,Day
691_Norman_Niles_#1,691,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-37-45.mp4,125.51,Day
692_Norman_Niles_#1,692,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-38-45.mp4,126.03,Day
693_Norman_Niles_#1,693,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-39-45.mp4,125.99,Day
694_Norman_Niles_#1,694,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-40-45.mp4,126.27,Day
695_Norman_Niles_#1,695,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-41-45.mp4,126.79,Day
696_Norman_Niles_#1,696,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-42-45.mp4,126.79,Day
697_Norman_Niles_#1,697,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-43-45.mp4,126.59,Day
698_Norman_Niles_#1,698,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-44-45.mp4,126.29,Day
699_Norman_Niles_#1,699,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-45-45.mp4,125.47,Day
700_Norman_Niles_#1,700,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-46-45.mp4,124.87,Day
701_Norman_Niles_#1,701,Norman Niles #1,normanniles1/normanniles1_2025-10-20-17-47-45.mp4,124.75,Day
713_Norman_Niles_#1,713,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-00-45.mp4,70.44,Night
714_Norman_Niles_#1,714,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-01-45.mp4,70.04,Night
715_Norman_Niles_#1,715,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-02-45.mp4,70.38,Night
716_Norman_Niles_#1,716,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-03-45.mp4,70.56,Night
717_Norman_Niles_#1,717,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-04-45.mp4,70.01,Night
718_Norman_Niles_#1,718,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-05-45.mp4,71.05,Night
719_Norman_Niles_#1,719,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-06-45.mp4,69.56,Night
720_Norman_Niles_#1,720,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-07-45.mp4,71.13,Night
721_Norman_Niles_#1,721,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-08-45.mp4,70.35,Night
722_Norman_Niles_#1,722,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-09-45.mp4,70.08,Night
723_Norman_Niles_#1,723,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-10-45.mp4,69.93,Night
724_Norman_Niles_#1,724,Norman Niles #1,normanniles1/normanniles1_2025-10-21-06-11-45.mp4,69.91,Night
